# timestamp userid sessionid requestid event transaction name
1426237480.138696 35506 1 2 match_stop - -
1426237480.139495 26709 1 2 match_stop - -
1426237480.171543 56454 1 2 match_stop - -
1426237480.174508 56455 1 2 match_stop - -
1426237480.190858 56918 1 2 match_stop - -
1426237480.191985 55505 1 2 match_stop - -
1426237480.194127 55920 1 2 match_stop - -
1426237480.194733 56929 1 2 match_stop - -
1426237480.195643 56056 1 2 match_stop - -
1426237480.196043 56057 1 2 match_stop - -
1426237480.197184 56719 1 2 match_stop - -
1426237480.220309 56944 1 2 match_stop - -
1426237480.247305 56768 1 2 match_stop - -
1426237480.251278 55578 1 2 match_stop - -
1426237480.255410 56997 1 2 match_stop - -
1426237480.258664 54306 1 2 match_stop - -
1426237480.258950 55251 1 2 match_stop - -
1426237480.261055 49198 1 2 match_stop - -
1426237480.262317 56793 1 2 match_stop - -
1426237480.263230 56794 1 2 match_stop - -
1426237480.268311 49200 1 2 match_stop - -
1426237480.272228 26464 1 2 match_stop - -
1426237480.288306 40787 1 2 match_stop - -
1426237480.300217 57008 1 2 match_stop - -
1426237480.303271 56049 1 2 match_stop - -
1426237480.322458 57075 1 2 match_stop - -
1426237480.336355 56193 1 2 match_stop - -
1426237480.338383 57080 1 2 match_stop - -
1426237480.347209 57099 1 2 match_stop - -
1426237480.356185 57102 1 2 match_stop - -
1426237480.356338 57101 1 2 match_stop - -
1426237480.359311 55676 1 2 match_stop - -
1426237480.361231 57113 1 2 match_stop - -
1426237480.362281 43268 1 2 match_stop - -
1426237480.363402 43276 1 2 match_stop - -
1426237480.364275 28980 1 2 match_stop - -
1426237480.364419 57118 1 2 match_stop - -
1426237480.365313 57119 1 2 match_stop - -
1426237480.368166 56120 1 2 match_stop - -
1426237479.898480 56633 1 2 match_stop - -
1426237479.921590 28801 1 2 match_stop - -
1426237479.940664 56679 1 2 match_stop - -
1426237479.969505 56702 1 2 match_stop - -
1426237479.969672 56704 1 2 match_stop - -
1426237479.969731 56713 1 2 match_stop - -
1426237479.971468 55301 1 2 match_stop - -
1426237479.973479 54062 1 2 match_stop - -
1426237479.989534 22174 1 2 match_stop - -
1426237479.990501 56717 1 2 match_stop - -
1426237480.008474 56745 1 2 match_stop - -
1426237480.009543 36154 1 2 match_stop - -
1426237480.013561 55771 1 2 match_stop - -
1426237480.014720 24947 1 2 match_stop - -
1426237480.016442 56554 1 2 match_stop - -
1426237480.021433 55051 1 2 match_stop - -
1426237480.029566 55355 1 2 match_stop - -
1426237480.032530 55779 1 2 match_stop - -
1426237480.033556 47027 1 2 match_stop - -
1426237480.049447 55376 1 2 match_stop - -
1426237480.050441 53455 1 2 match_stop - -
1426237480.067465 42330 1 2 match_stop - -
1426237480.070941 42332 1 2 match_stop - -
1426237480.071028 42331 1 2 match_stop - -
1426237480.075639 55096 1 2 match_stop - -
1426237480.075745 54149 1 2 match_stop - -
1426237480.079540 55823 1 2 match_stop - -
1426237480.086410 53112 1 2 match_stop - -
1426237480.091491 56826 1 2 match_stop - -
1426237480.091548 55826 1 2 match_stop - -
1426237480.095414 56615 1 2 match_stop - -
1426237480.113396 55846 1 2 match_stop - -
1426237480.117576 55665 1 2 match_stop - -
1426237480.127457 54182 1 2 match_stop - -
1426237480.128523 52314 1 2 match_stop - -
1426237480.139542 1391 1 2 match_stop - -
1426237480.142549 26741 1 2 match_stop - -
1426237480.187363 56916 1 2 match_stop - -
1426237480.198342 56933 1 2 match_stop - -
1426237480.202635 56938 1 2 match_stop - -
1426237480.244256 56974 1 2 match_stop - -
1426237480.247320 56103 1 2 match_stop - -
1426237480.251299 56994 1 2 match_stop - -
1426237480.260592 50063 1 2 match_stop - -
1426237480.261613 53261 1 2 match_stop - -
1426237480.283283 53550 1 2 match_stop - -
1426237480.288366 57014 1 2 match_stop - -
1426237480.312461 55819 1 2 match_stop - -
1426237480.320195 57064 1 2 match_stop - -
1426237480.336241 57083 1 2 match_stop - -
1426237480.355211 54198 1 2 match_stop - -
1426237480.360259 54207 1 2 match_stop - -
1426237480.360339 55683 1 2 match_stop - -
1426237480.380229 57129 1 2 match_stop - -
1426237480.381212 55262 1 2 match_stop - -
1426237480.382466 56675 1 2 match_stop - -
1426237480.383358 57139 1 2 match_stop - -
1426237480.386323 56693 1 2 match_stop - -
1426237480.404368 57152 1 2 match_stop - -
1426237480.428341 55739 1 2 match_stop - -
1426237480.430377 57180 1 2 match_stop - -
1426237480.431244 55313 1 2 match_stop - -
1426237480.433130 57190 1 2 match_stop - -
1426237480.434258 57191 1 2 match_stop - -
1426237480.472162 57220 1 2 match_stop - -
1426237480.483276 57239 1 2 match_stop - -
1426237480.497215 56235 1 2 match_stop - -
1426237480.501353 29365 1 2 match_stop - -
1426237480.501512 54322 1 2 match_stop - -
1426237480.512306 52699 1 2 match_stop - -
1426237480.519137 50085 1 2 match_stop - -
1426237480.519308 50087 1 2 match_stop - -
1426237480.524346 57276 1 2 match_stop - -
1426237480.535164 52721 1 2 match_stop - -
1426237480.541118 57285 1 2 match_stop - -
1426237480.545080 56837 1 2 match_stop - -
1426237480.556121 57082 1 2 match_stop - -
1426237480.560207 57312 1 2 match_stop - -
1426237480.561133 57097 1 2 match_stop - -
1426237480.585784 57319 1 2 match_stop - -
1426237480.586969 57333 1 2 match_stop - -
1426237480.593045 57342 1 2 match_stop - -
1426237480.612202 23873 1 2 match_stop - -
1426237480.619127 54457 1 2 match_stop - -
1426237480.629116 57379 1 2 match_stop - -
1426237480.630146 50188 1 2 match_stop - -
1426237480.652027 57394 1 2 match_stop - -
1426237480.681162 56537 1 2 match_stop - -
1426237480.689648 57431 1 2 match_stop - -
1426237480.692301 57435 1 2 match_stop - -
1426237480.719117 57457 1 2 match_stop - -
1426237480.725967 56482 1 2 match_stop - -
1426237480.744968 57502 1 2 match_stop - -
1426237480.746536 56495 1 2 match_stop - -
1426237480.749084 56066 1 2 match_stop - -
1426237480.761077 55635 1 2 match_stop - -
1426237480.776938 54797 1 2 match_stop - -
1426237480.791931 36107 1 2 match_stop - -
1426237480.800076 57321 1 2 match_stop - -
1426237480.802903 57556 1 2 match_stop - -
1426237480.822992 57572 1 2 match_stop - -
1426237480.824326 57576 1 2 match_stop - -
1426237480.852904 55724 1 2 match_stop - -
1426237480.858896 56599 1 2 match_stop - -
1426237480.383340 57131 1 2 match_stop - -
1426237480.396196 57143 1 2 match_stop - -
1426237480.397143 57142 1 2 match_stop - -
1426237480.400237 54438 1 2 match_stop - -
1426237480.401257 56145 1 2 match_stop - -
1426237480.401322 52564 1 2 match_stop - -
1426237480.402452 47413 1 2 match_stop - -
1426237480.404321 57153 1 2 match_stop - -
1426237480.404426 57151 1 2 match_stop - -
1426237480.406372 56172 1 2 match_stop - -
1426237480.409205 56168 1 2 match_stop - -
1426237480.427363 57160 1 2 match_stop - -
1426237480.453173 56303 1 2 match_stop - -
1426237480.458525 57192 1 2 match_stop - -
1426237480.500311 56236 1 2 match_stop - -
1426237480.522546 57272 1 2 match_stop - -
1426237480.539208 54361 1 2 match_stop - -
1426237480.552089 57307 1 2 match_stop - -
1426237480.562150 13554 1 2 match_stop - -
1426237480.607079 53562 1 2 match_stop - -
1426237480.614049 56355 1 2 match_stop - -
1426237480.619102 57145 1 2 match_stop - -
1426237480.623138 54456 1 2 match_stop - -
1426237480.637007 57390 1 2 match_stop - -
1426237480.652171 57396 1 2 match_stop - -
1426237480.662992 54089 1 2 match_stop - -
1426237480.666090 55964 1 2 match_stop - -
1426237480.693484 56995 1 2 match_stop - -
1426237480.696074 54535 1 2 match_stop - -
1426237480.710039 49609 1 2 match_stop - -
1426237480.715981 49610 1 2 match_stop - -
1426237480.718078 56556 1 2 match_stop - -
1426237480.719030 57462 1 2 match_stop - -
1426237480.721004 54144 1 2 match_stop - -
1426237480.739164 47319 1 2 match_stop - -
1426237480.741009 47322 1 2 match_stop - -
1426237480.744062 54566 1 2 match_stop - -
1426237480.746955 56496 1 2 match_stop - -
1426237480.756120 57281 1 2 match_stop - -
1426237480.757359 57279 1 2 match_stop - -
1426237480.758220 56286 1 2 match_stop - -
1426237480.803001 50810 1 2 match_stop - -
1426237480.828039 56683 1 2 match_stop - -
1426237480.844900 56586 1 2 match_stop - -
1426237480.847177 54868 1 2 match_stop - -
1426237480.861843 55820 1 2 match_stop - -
1426237480.874871 56606 1 2 match_stop - -
1426237480.880894 57624 1 2 match_stop - -
1426237480.890937 53200 1 2 match_stop - -
1426237480.891054 56624 1 2 match_stop - -
1426237480.895888 56635 1 2 match_stop - -
1426237480.899817 50454 1 2 match_stop - -
1426237480.919838 57651 1 2 match_stop - -
1426237480.944987 57687 1 2 match_stop - -
1426237480.953065 54979 1 2 match_stop - -
1426237480.960810 57707 1 2 match_stop - -
1426237480.962792 56483 1 2 match_stop - -
1426237480.976942 57732 1 2 match_stop - -
1426237480.988764 57746 1 2 match_stop - -
1426237481.006197 57750 1 2 match_stop - -
1426237481.021871 57785 1 2 match_stop - -
1426237481.022757 57782 1 2 match_stop - -
1426237481.048903 55875 1 2 match_stop - -
1426237481.053935 53361 1 2 match_stop - -
1426237481.084738 57822 1 2 match_stop - -
1426237481.086481 41559 1 2 match_stop - -
1426237481.107719 57833 1 2 match_stop - -
1426237481.109718 28941 1 2 match_stop - -
1426237481.111759 57848 1 2 match_stop - -
1426237481.115714 49972 1 2 match_stop - -
1426237481.119772 56864 1 2 match_stop - -
1426237481.121742 43360 1 2 match_stop - -
1426237481.136733 57665 1 2 match_stop - -
1426237481.143809 56097 1 2 match_stop - -
1426237481.166873 56027 1 2 match_stop - -
1426237481.167810 57017 1 2 match_stop - -
1426237481.170931 50286 1 2 match_stop - -
1426237481.203457 50060 1 2 match_stop - -
1426237481.220758 56954 1 2 match_stop - -
1426237481.234795 57971 1 2 match_stop - -
1426237481.265879 58031 1 2 match_stop - -
1426237481.268618 57011 1 2 match_stop - -
1426237481.294366 56598 1 2 match_stop - -
1426237481.340646 58090 1 2 match_stop - -
1426237481.358640 58111 1 2 match_stop - -
1426237481.359680 56647 1 2 match_stop - -
1426237481.359753 56646 1 2 match_stop - -
1426237481.366518 58133 1 2 match_stop - -
1426237480.890824 55755 1 2 match_stop - -
1426237480.942216 57649 1 2 match_stop - -
1426237480.945144 56787 1 2 match_stop - -
1426237480.945562 57692 1 2 match_stop - -
1426237480.968801 55814 1 2 match_stop - -
1426237480.969853 56498 1 2 match_stop - -
1426237480.972797 54592 1 2 match_stop - -
1426237480.977843 56822 1 2 match_stop - -
1426237481.010984 56854 1 2 match_stop - -
1426237481.016175 57756 1 2 match_stop - -
1426237481.017254 57738 1 2 match_stop - -
1426237481.044854 57789 1 2 match_stop - -
1426237481.048145 57792 1 2 match_stop - -
1426237481.054060 53358 1 2 match_stop - -
1426237481.055948 53360 1 2 match_stop - -
1426237481.068918 57805 1 2 match_stop - -
1426237481.079799 57813 1 2 match_stop - -
1426237481.080533 57814 1 2 match_stop - -
1426237481.080697 51069 1 2 match_stop - -
1426237481.081107 57818 1 2 match_stop - -
1426237481.082891 56387 1 2 match_stop - -
1426237481.083424 49371 1 2 match_stop - -
1426237481.084338 57830 1 2 match_stop - -
1426237481.086724 57627 1 2 match_stop - -
1426237481.122836 43357 1 2 match_stop - -
1426237481.133904 54739 1 2 match_stop - -
1426237481.158734 57893 1 2 match_stop - -
1426237481.208693 56952 1 2 match_stop - -
1426237481.261989 57554 1 2 match_stop - -
1426237481.263399 58006 1 2 match_stop - -
1426237481.265354 58008 1 2 match_stop - -
1426237481.267042 55263 1 2 match_stop - -
1426237481.290793 56579 1 2 match_stop - -
1426237481.291996 57591 1 2 match_stop - -
1426237481.293000 57146 1 2 match_stop - -
1426237481.294244 56597 1 2 match_stop - -
1426237481.319848 29525 1 2 match_stop - -
1426237481.324625 58082 1 2 match_stop - -
1426237481.327788 58089 1 2 match_stop - -
1426237481.348687 56322 1 2 match_stop - -
1426237481.355574 57867 1 2 match_stop - -
1426237481.360882 56319 1 2 match_stop - -
1426237481.366599 56237 1 2 match_stop - -
1426237481.366650 54324 1 2 match_stop - -
1426237481.376554 57127 1 2 match_stop - -
1426237481.382645 58134 1 2 match_stop - -
1426237481.399657 58157 1 2 match_stop - -
1426237481.420719 58169 1 2 match_stop - -
1426237481.422630 57733 1 2 match_stop - -
1426237481.423905 56288 1 2 match_stop - -
1426237481.424747 55216 1 2 match_stop - -
1426237481.425002 58183 1 2 match_stop - -
1426237481.425698 57289 1 2 match_stop - -
1426237481.429633 58188 1 2 match_stop - -
1426237481.442678 51810 1 2 match_stop - -
1426237481.445618 54822 1 2 match_stop - -
1426237481.458492 58212 1 2 match_stop - -
1426237481.477461 57786 1 2 match_stop - -
1426237481.495698 49738 1 2 match_stop - -
1426237481.498447 58254 1 2 match_stop - -
1426237481.512503 48458 1 2 match_stop - -
1426237481.512620 57816 1 2 match_stop - -
1426237481.571410 58329 1 2 match_stop - -
1426237481.572600 53863 1 2 match_stop - -
1426237481.585418 43489 1 2 match_stop - -
1426237481.587516 14430 1 2 match_stop - -
1426237481.592541 57437 1 2 match_stop - -
1426237481.594470 56557 1 2 match_stop - -
1426237481.598551 50697 1 2 match_stop - -
1426237481.599588 50703 1 2 match_stop - -
1426237481.602479 51173 1 2 match_stop - -
1426237481.603489 56898 1 2 match_stop - -
1426237481.619581 58372 1 2 match_stop - -
1426237481.626704 58374 1 2 match_stop - -
1426237481.640482 57496 1 2 match_stop - -
1426237481.658358 48648 1 2 match_stop - -
1426237481.677383 14561 1 2 match_stop - -
1426237481.755472 55294 1 2 match_stop - -
1426237481.759759 58491 1 2 match_stop - -
1426237481.760956 58498 1 2 match_stop - -
1426237481.762376 56720 1 2 match_stop - -
1426237481.763300 55530 1 2 match_stop - -
1426237481.764285 55529 1 2 match_stop - -
1426237481.764378 57517 1 2 match_stop - -
1426237481.772373 58510 1 2 match_stop - -
1426237481.783285 58507 1 2 match_stop - -
1426237481.800270 58529 1 2 match_stop - -
1426237481.808342 54740 1 2 match_stop - -
1426237481.835433 58567 1 2 match_stop - -
1426237481.835510 58573 1 2 match_stop - -
1426237481.840286 58159 1 2 match_stop - -
1426237481.840481 58594 1 2 match_stop - -
1426237481.858238 51795 1 2 match_stop - -
1426237481.861356 58605 1 2 match_stop - -
1426237481.863237 58613 1 2 match_stop - -
1426237481.400670 48370 1 2 match_stop - -
1426237481.402624 21109 1 2 match_stop - -
1426237481.421580 58172 1 2 match_stop - -
1426237481.421707 58170 1 2 match_stop - -
1426237481.426717 57744 1 2 match_stop - -
1426237481.452555 57206 1 2 match_stop - -
1426237481.462634 56421 1 2 match_stop - -
1426237481.475515 56327 1 2 match_stop - -
1426237481.497657 56797 1 2 match_stop - -
1426237481.514721 29388 1 2 match_stop - -
1426237481.514797 43430 1 2 match_stop - -
1426237481.515617 43431 1 2 match_stop - -
1426237481.516548 55289 1 2 match_stop - -
1426237481.516629 28097 1 2 match_stop - -
1426237481.544540 55291 1 2 match_stop - -
1426237481.562524 55327 1 2 match_stop - -
1426237481.566380 43355 1 2 match_stop - -
1426237481.599466 58366 1 2 match_stop - -
1426237481.653498 55407 1 2 match_stop - -
1426237481.656362 58420 1 2 match_stop - -
1426237481.687615 58434 1 2 match_stop - -
1426237481.690378 24816 1 2 match_stop - -
1426237481.707373 58242 1 2 match_stop - -
1426237481.759340 58493 1 2 match_stop - -
1426237481.761505 58508 1 2 match_stop - -
1426237481.764267 55528 1 2 match_stop - -
1426237481.775316 58512 1 2 match_stop - -
1426237481.775423 57523 1 2 match_stop - -
1426237481.776263 58515 1 2 match_stop - -
1426237481.776347 58514 1 2 match_stop - -
1426237481.777286 58316 1 2 match_stop - -
1426237481.777368 58524 1 2 match_stop - -
1426237481.781243 58317 1 2 match_stop - -
1426237481.811325 28160 1 2 match_stop - -
1426237481.841259 55801 1 2 match_stop - -
1426237481.856220 51796 1 2 match_stop - -
1426237481.860240 58606 1 2 match_stop - -
1426237481.862273 58611 1 2 match_stop - -
1426237481.864237 58620 1 2 match_stop - -
1426237481.867192 57728 1 2 match_stop - -
1426237481.867275 57729 1 2 match_stop - -
1426237481.867399 57730 1 2 match_stop - -
1426237481.870324 44774 1 2 match_stop - -
1426237481.873382 28424 1 2 match_stop - -
1426237481.894782 58419 1 2 match_stop - -
1426237481.895009 55836 1 2 match_stop - -
1426237481.895272 55833 1 2 match_stop - -
1426237481.895859 55227 1 2 match_stop - -
1426237481.898230 58216 1 2 match_stop - -
1426237481.918285 55672 1 2 match_stop - -
1426237481.921340 58656 1 2 match_stop - -
1426237481.923426 55139 1 2 match_stop - -
1426237481.925205 51667 1 2 match_stop - -
1426237481.940145 58677 1 2 match_stop - -
1426237481.943303 58260 1 2 match_stop - -
1426237481.951198 57812 1 2 match_stop - -
1426237481.960433 44179 1 2 match_stop - -
1426237481.965216 58702 1 2 match_stop - -
1426237481.965325 58701 1 2 match_stop - -
1426237481.977231 58706 1 2 match_stop - -
1426237481.979173 58708 1 2 match_stop - -
1426237481.979308 58707 1 2 match_stop - -
1426237481.980188 58719 1 2 match_stop - -
1426237482.003190 3272 1 2 match_stop - -
1426237482.003271 58724 1 2 match_stop - -
1426237482.027204 27907 1 2 match_stop - -
1426237482.058112 58761 1 2 match_stop - -
1426237482.063201 58763 1 2 match_stop - -
1426237482.068149 55609 1 2 match_stop - -
1426237482.082354 54991 1 2 match_stop - -
1426237482.094101 57043 1 2 match_stop - -
1426237482.110081 58840 1 2 match_stop - -
1426237482.116144 57088 1 2 match_stop - -
1426237482.118047 58863 1 2 match_stop - -
1426237482.136185 57856 1 2 match_stop - -
1426237482.136356 28468 1 2 match_stop - -
1426237482.136629 57659 1 2 match_stop - -
1426237482.175400 57907 1 2 match_stop - -
1426237482.238967 55754 1 2 match_stop - -
1426237482.258972 58989 1 2 match_stop - -
1426237482.279077 58569 1 2 match_stop - -
1426237482.282007 59024 1 2 match_stop - -
1426237482.282178 59021 1 2 match_stop - -
1426237482.283144 30151 1 2 match_stop - -
1426237482.286030 59025 1 2 match_stop - -
1426237482.304105 59026 1 2 match_stop - -
1426237482.354898 59074 1 2 match_stop - -
1426237482.372205 58229 1 2 match_stop - -
1426237481.889235 55837 1 2 match_stop - -
1426237481.896287 57646 1 2 match_stop - -
1426237481.899929 58215 1 2 match_stop - -
1426237481.900535 57661 1 2 match_stop - -
1426237481.919469 55671 1 2 match_stop - -
1426237481.920369 58652 1 2 match_stop - -
1426237481.923681 55871 1 2 match_stop - -
1426237481.936145 57459 1 2 match_stop - -
1426237481.936285 58664 1 2 match_stop - -
1426237481.943154 56886 1 2 match_stop - -
1426237481.943299 58682 1 2 match_stop - -
1426237481.962278 58696 1 2 match_stop - -
1426237481.978351 56830 1 2 match_stop - -
1426237481.979214 57518 1 2 match_stop - -
1426237481.980249 58720 1 2 match_stop - -
1426237481.982487 58722 1 2 match_stop - -
1426237481.983230 58721 1 2 match_stop - -
1426237481.985221 58725 1 2 match_stop - -
1426237481.986136 58723 1 2 match_stop - -
1426237481.995181 51960 1 2 match_stop - -
1426237482.002356 58737 1 2 match_stop - -
1426237482.005106 58743 1 2 match_stop - -
1426237482.023680 58531 1 2 match_stop - -
1426237482.067125 58791 1 2 match_stop - -
1426237482.079111 58814 1 2 match_stop - -
1426237482.083190 58386 1 2 match_stop - -
1426237482.083334 58387 1 2 match_stop - -
1426237482.084146 57823 1 2 match_stop - -
1426237482.085058 58815 1 2 match_stop - -
1426237482.088040 52059 1 2 match_stop - -
1426237482.089097 28416 1 2 match_stop - -
1426237482.091190 57631 1 2 match_stop - -
1426237482.092108 58829 1 2 match_stop - -
1426237482.106100 56941 1 2 match_stop - -
1426237482.114122 58861 1 2 match_stop - -
1426237482.137324 58860 1 2 match_stop - -
1426237482.141171 43926 1 2 match_stop - -
1426237482.149058 58884 1 2 match_stop - -
1426237482.156111 44053 1 2 match_stop - -
1426237482.179010 58895 1 2 match_stop - -
1426237482.195528 58480 1 2 match_stop - -
1426237482.195752 58918 1 2 match_stop - -
1426237482.195918 58047 1 2 match_stop - -
1426237482.201396 58936 1 2 match_stop - -
1426237482.204013 58937 1 2 match_stop - -
1426237482.242961 58962 1 2 match_stop - -
1426237482.243960 56214 1 2 match_stop - -
1426237482.247033 58973 1 2 match_stop - -
1426237482.251969 57248 1 2 match_stop - -
1426237482.254143 57249 1 2 match_stop - -
1426237482.282082 58994 1 2 match_stop - -
1426237482.288005 58049 1 2 match_stop - -
1426237482.290924 55608 1 2 match_stop - -
1426237482.296199 51797 1 2 match_stop - -
1426237482.309014 59032 1 2 match_stop - -
1426237482.309384 56053 1 2 match_stop - -
1426237482.332399 59047 1 2 match_stop - -
1426237482.392978 15206 1 2 match_stop - -
1426237482.402896 44283 1 2 match_stop - -
1426237482.412959 59129 1 2 match_stop - -
1426237482.415864 59130 1 2 match_stop - -
1426237482.415989 59138 1 2 match_stop - -
1426237482.420913 59156 1 2 match_stop - -
1426237482.422827 58181 1 2 match_stop - -
1426237482.437057 59155 1 2 match_stop - -
1426237482.437260 59172 1 2 match_stop - -
1426237482.472965 59202 1 2 match_stop - -
1426237482.481000 28374 1 2 match_stop - -
1426237482.484969 51590 1 2 match_stop - -
1426237482.490033 59226 1 2 match_stop - -
1426237482.513348 59237 1 2 match_stop - -
1426237482.535780 58830 1 2 match_stop - -
1426237482.535944 58281 1 2 match_stop - -
1426237482.545242 31160 1 2 match_stop - -
1426237482.546944 59057 1 2 match_stop - -
1426237482.549789 58847 1 2 match_stop - -
1426237482.579762 44811 1 2 match_stop - -
1426237482.586724 59312 1 2 match_stop - -
1426237482.607749 31456 1 2 match_stop - -
1426237482.607975 57458 1 2 match_stop - -
1426237482.609931 58154 1 2 match_stop - -
1426237482.610105 58371 1 2 match_stop - -
1426237482.611131 58152 1 2 match_stop - -
1426237482.611751 57472 1 2 match_stop - -
1426237482.612876 59338 1 2 match_stop - -
1426237482.615748 56367 1 2 match_stop - -
1426237482.634699 59358 1 2 match_stop - -
1426237482.635681 29994 1 2 match_stop - -
1426237482.640072 28517 1 2 match_stop - -
1426237482.655687 59363 1 2 match_stop - -
1426237482.655824 59362 1 2 match_stop - -
1426237482.657676 59364 1 2 match_stop - -
1426237482.659942 59369 1 2 match_stop - -
1426237482.708270 58233 1 2 match_stop - -
1426237482.715721 59443 1 2 match_stop - -
1426237482.743770 57684 1 2 match_stop - -
1426237482.776880 59503 1 2 match_stop - -
1426237482.777391 59516 1 2 match_stop - -
1426237482.796830 57748 1 2 match_stop - -
1426237482.430881 56385 1 2 match_stop - -
1426237482.436039 59162 1 2 match_stop - -
1426237482.436109 59163 1 2 match_stop - -
1426237482.444871 59176 1 2 match_stop - -
1426237482.446071 59177 1 2 match_stop - -
1426237482.453868 59191 1 2 match_stop - -
1426237482.471996 59196 1 2 match_stop - -
1426237482.484500 28386 1 2 match_stop - -
1426237482.510798 56461 1 2 match_stop - -
1426237482.510962 57456 1 2 match_stop - -
1426237482.512916 59228 1 2 match_stop - -
1426237482.518126 58810 1 2 match_stop - -
1426237482.536177 22207 1 2 match_stop - -
1426237482.549818 59287 1 2 match_stop - -
1426237482.568819 59294 1 2 match_stop - -
1426237482.577058 59299 1 2 match_stop - -
1426237482.614723 57587 1 2 match_stop - -
1426237482.617709 59339 1 2 match_stop - -
1426237482.630024 58165 1 2 match_stop - -
1426237482.631698 59345 1 2 match_stop - -
1426237482.640763 59150 1 2 match_stop - -
1426237482.658759 57622 1 2 match_stop - -
1426237482.663733 58427 1 2 match_stop - -
1426237482.683722 44896 1 2 match_stop - -
1426237482.707870 59421 1 2 match_stop - -
1426237482.712721 59440 1 2 match_stop - -
1426237482.713914 59441 1 2 match_stop - -
1426237482.733115 58463 1 2 match_stop - -
1426237482.736028 44933 1 2 match_stop - -
1426237482.774463 58298 1 2 match_stop - -
1426237482.778880 56739 1 2 match_stop - -
1426237482.780712 45812 1 2 match_stop - -
1426237482.804634 59525 1 2 match_stop - -
1426237482.805800 58532 1 2 match_stop - -
1426237482.839710 52368 1 2 match_stop - -
1426237482.840000 58137 1 2 match_stop - -
1426237482.842864 44846 1 2 match_stop - -
1426237482.843100 44847 1 2 match_stop - -
1426237482.926654 56450 1 2 match_stop - -
1426237482.928894 59203 1 2 match_stop - -
1426237482.931630 59432 1 2 match_stop - -
1426237482.931894 59681 1 2 match_stop - -
1426237482.954496 59711 1 2 match_stop - -
1426237482.965609 58481 1 2 match_stop - -
1426237482.970590 59721 1 2 match_stop - -
1426237482.981552 58289 1 2 match_stop - -
1426237482.982577 59724 1 2 match_stop - -
1426237482.983662 57940 1 2 match_stop - -
1426237482.984580 58300 1 2 match_stop - -
1426237482.984640 59730 1 2 match_stop - -
1426237482.986841 57831 1 2 match_stop - -
1426237482.987625 31852 1 2 match_stop - -
1426237482.988792 59745 1 2 match_stop - -
1426237482.989912 59279 1 2 match_stop - -
1426237482.990859 59280 1 2 match_stop - -
1426237482.996479 56935 1 2 match_stop - -
1426237483.010600 59282 1 2 match_stop - -
1426237483.010682 59754 1 2 match_stop - -
1426237483.010732 59759 1 2 match_stop - -
1426237483.011494 59760 1 2 match_stop - -
1426237483.019597 57859 1 2 match_stop - -
1426237483.028750 58007 1 2 match_stop - -
1426237483.049557 58004 1 2 match_stop - -
1426237483.057462 59569 1 2 match_stop - -
1426237483.080493 59816 1 2 match_stop - -
1426237483.084539 58393 1 2 match_stop - -
1426237483.122396 59847 1 2 match_stop - -
1426237483.126402 59868 1 2 match_stop - -
1426237483.139850 59878 1 2 match_stop - -
1426237483.141493 56028 1 2 match_stop - -
1426237483.146434 56031 1 2 match_stop - -
1426237483.187572 32040 1 2 match_stop - -
1426237483.231483 59969 1 2 match_stop - -
1426237483.233622 59971 1 2 match_stop - -
1426237483.233768 59970 1 2 match_stop - -
1426237483.237364 45114 1 2 match_stop - -
1426237483.237486 45113 1 2 match_stop - -
1426237483.242754 59983 1 2 match_stop - -
1426237483.268407 55434 1 2 match_stop - -
1426237483.268675 58118 1 2 match_stop - -
1426237483.270863 58976 1 2 match_stop - -
1426237483.279409 55264 1 2 match_stop - -
1426237483.286494 58587 1 2 match_stop - -
1426237483.294407 57023 1 2 match_stop - -
1426237483.348481 56499 1 2 match_stop - -
1426237483.349774 58314 1 2 match_stop - -
1426237483.355769 58876 1 2 match_stop - -
1426237483.355874 56870 1 2 match_stop - -
1426237483.357328 60099 1 2 match_stop - -
1426237482.895610 58192 1 2 match_stop - -
1426237482.927881 59659 1 2 match_stop - -
1426237482.930092 59660 1 2 match_stop - -
1426237482.944612 58460 1 2 match_stop - -
1426237482.946531 56469 1 2 match_stop - -
1426237482.970017 51190 1 2 match_stop - -
1426237482.978493 59723 1 2 match_stop - -
1426237483.002504 59747 1 2 match_stop - -
1426237483.011510 59762 1 2 match_stop - -
1426237483.011597 58534 1 2 match_stop - -
1426237483.011650 52936 1 2 match_stop - -
1426237483.024433 59761 1 2 match_stop - -
1426237483.083679 59822 1 2 match_stop - -
1426237483.084558 59835 1 2 match_stop - -
1426237483.123760 59870 1 2 match_stop - -
1426237483.123921 59869 1 2 match_stop - -
1426237483.139032 58648 1 2 match_stop - -
1426237483.139437 58649 1 2 match_stop - -
1426237483.140251 58875 1 2 match_stop - -
1426237483.171432 59887 1 2 match_stop - -
1426237483.175447 59901 1 2 match_stop - -
1426237483.179317 58685 1 2 match_stop - -
1426237483.179453 58684 1 2 match_stop - -
1426237483.180401 58687 1 2 match_stop - -
1426237483.192377 59920 1 2 match_stop - -
1426237483.192543 59924 1 2 match_stop - -
1426237483.194352 59922 1 2 match_stop - -
1426237483.198415 59938 1 2 match_stop - -
1426237483.211424 58179 1 2 match_stop - -
1426237483.215380 59948 1 2 match_stop - -
1426237483.246303 59982 1 2 match_stop - -
1426237483.248330 56422 1 2 match_stop - -
1426237483.266573 55435 1 2 match_stop - -
